lil_interpretations
[('something a kin to a  japan ese a lice through the looking glass  , except that it seems to take itself far more seriously  .', 0.09242993593215942), ('a kin to a  japan ese a lice through the looking glass', 0.0919308066368103), ('to a  japan ese a lice through the looking glass', 0.09101158380508423), ('a  japan ese a lice through the looking glass', 0.09002119302749634), ('except that it seems to take itself far more seriously', 0.08890426158905029)]
[('oh come on  .', 0.08271569013595581), ('come on', 0.08191823959350586), ('on', 0.06812477111816406), ('', 0.06809741258621216), ('oh', 0.06787210702896118)]
[('a mood y  , multi - dimensional love story and sci - fi mystery  , solar is is a thought - provoking  , haunting film that allows the seeds of the imagination to germ inate  .', 0.0001538991928100586), ('a mood y  , multi - dimensional love story and sci - fi mystery', 0.0001538991928100586), ('mood y', 0.0001538991928100586), ('multi - dimensional love story', 0.0001538991928100586), ('multi - dimensional', 0.0001538991928100586)]
"[(""not only are the special effects and narrative flow much improved  , and  dan iel  rad cliffe more emotionally assertive this time around as harr y  , but the film conjure s the magic of author  j . k . row ling  ' s books  ."", 0.0009498000144958496), ('are the special effects and narrative flow much improved  , and  dan iel  rad cliffe more emotionally assertive this time around as harr y', 0.0009498000144958496), ('are the special effects and narrative flow much improved', 0.0009498000144958496), ('the special effects and narrative flow', 0.0009498000144958496), ('special effects and narrative flow', 0.0009498000144958496)]"
[('destination', -0.36005258560180664), ('to', -0.361319363117218), ('get', -0.36148154735565186), ('story', -0.36148321628570557), ('more', -0.3616183400154114)]
[(' -LRB-  t  -RRB- his be gui ling  bel gian fable  , very much its own  d roll and delicate little film  , has some touching things to say about what is important in life and why  .', 0.00031280517578125), ('his be gui ling  bel gian fable  , very much its own  d roll and delicate little film  ,', 0.00031280517578125), ('his be gui ling  bel gian fable', 0.00031280517578125), ('very much', 0.00031280517578125), ('delicate little film', 0.00031280517578125)]
"[(""even on those rare occasions when the narrator stops  ya mmer ing  , mill er  ' s hand often feels unsure  ."", 0.032738447189331055), ('even on those rare occasions when the narrator stops  ya mmer ing', 0.021461069583892822), ('those rare occasions when the narrator stops  ya mmer ing', 0.01544278860092163), ('when the narrator stops  ya mmer ing', -0.010271072387695312), ('the narrator stops  ya mmer ing', -0.02393561601638794)]"
"[("" -LRB-  chai ken  ' s  -RRB- talent lies in an  evo c ative  , accurate observation of a distinctive  mili eu and in the lively  , convincing dialogue she creates for her characters  ."", 8.785724639892578e-05), ('lies in an  evo c ative  , accurate observation of a distinctive  mili eu and in the lively  , convincing dialogue she creates for her characters', 8.785724639892578e-05), ('in an  evo c ative  , accurate observation of a distinctive  mili eu and in the lively  , convincing dialogue she creates for her characters', 8.785724639892578e-05), ('in an  evo c ative  , accurate observation of a distinctive  mili eu', 8.785724639892578e-05), ('an  evo c ative  , accurate observation of a distinctive  mili eu', 8.785724639892578e-05)]"
[('sticky sweet sentimental ity  , clumsy plotting and a  ros ily my o pic view of life in the  ww ii - era  mississippi delta undermine this adaptation  .', 0.033802330493927), ('sticky sweet sentimental ity  , clumsy plotting and a  ros ily my o pic view of life in the  ww ii - era  mississippi delta', 0.03379577398300171), ('a  ros ily my o pic view of life in the  ww ii - era  mississippi delta', 0.033717215061187744), ('of life in the  ww ii - era  mississippi delta', 0.03196680545806885), ('life in the  ww ii - era  mississippi delta', 0.031104207038879395)]
"[(""it inspire s a continuing and deeply satisfying awareness of the best movies as monumental ` picture shows  .  '"", 0.00027936697006225586), ('inspire s a continuing and deeply satisfying awareness of the best movies as monumental ` picture shows', 0.00027936697006225586), ('a continuing and deeply satisfying awareness of the best movies as monumental ` picture shows', 0.00027936697006225586), ('a continuing and deeply satisfying awareness', 0.00027936697006225586), ('continuing and deeply satisfying', 0.00027936697006225586)]"
"[('featuring a dangerously seductive performance from the great  dan iel a ute u il  ,  ""  s ade  "" covers the same period as  ka uf mann  \' s  ""  qui ll s  "" with more unsettling ly realistic results  .', 0.00016880035400390625), ('a dangerously seductive performance', 0.00016880035400390625), ('dangerously seductive', 0.00016880035400390625), ('from the great  dan iel a ute u il ', 0.00016880035400390625), ('the great  dan iel a ute u il ', 0.00016880035400390625)]"
[('gives you the steady pulse of life in a beautiful city viewed through the eyes of a character who  , in spite of tragic loss and increasing  dec re p itude  , knows in his bones that he is one of the luck iest men alive  .', 3.814697265625e-06), ('gives you the steady pulse of life in a beautiful city viewed through the eyes of a character who  , in spite of tragic loss and increasing  dec re p itude  , knows in his bones that he is one of the luck iest men alive ', 3.814697265625e-06), ('gives you the steady pulse of life in a beautiful city viewed through the eyes of a character who  , in spite of tragic loss and increasing  dec re p itude  , knows in his bones that he is one of the luck iest men alive', 3.814697265625e-06), ('the steady pulse of life in a beautiful city viewed through the eyes of a character who  , in spite of tragic loss and increasing  dec re p itude  , knows in his bones that he is one of the luck iest men alive', 3.814697265625e-06), ('the steady pulse of life', 3.814697265625e-06)]
"[(""if you are an actor who can relate to the search for inner peace by dramatically depicting the lives of others on stage  , then  es ther  ' s story is a compelling quest for truth  ."", 0.00024837255477905273), ('if you are an actor who can relate to the search for inner peace by dramatically depicting the lives of others on stage', 0.00024837255477905273), ('you are an actor who can relate to the search for inner peace by dramatically depicting the lives of others on stage', 0.00024837255477905273), ('are an actor who can relate to the search for inner peace by dramatically depicting the lives of others on stage', 0.00024837255477905273), ('an actor who can relate to the search for inner peace by dramatically depicting the lives of others on stage', 0.00024837255477905273)]"
[('to', -0.25661981105804443), ('stir', -0.2578586935997009), ('uses', -0.25798749923706055), ('ingredients', -0.26153767108917236), ('', -0.2626434564590454)]
[('', -0.40241241455078125), ('yes', -0.4025920033454895), (',', -0.4034816026687622), ('dull', -0.40386247634887695), ('.', -0.4054117202758789)]
[('work', -0.38454848527908325), ('some', -0.3872727155685425), ('of', -0.3933778405189514), ('jokes', -0.3948020935058594), ('their', -0.39681482315063477)]
"[(""intriguing documentary which is emotionally diluted by focusing on the story  ' s least interesting subject  ."", 0.07965022325515747), (""which is emotionally diluted by focusing on the story  ' s least interesting subject"", 0.07964986562728882), (""is emotionally diluted by focusing on the story  ' s least interesting subject"", 0.07964557409286499), (""diluted by focusing on the story  ' s least interesting subject"", 0.07887941598892212), ('intriguing documentary', 0.07763099670410156)]"
[('shaky close - ups of turkey - on - roll s  , stub b ly chin s  , liver spots  , red nose s and the filmmakers new bob bed do draw easy chuckle s but lead nowhere  .', 0.014493584632873535), ('shaky close - ups of turkey - on - roll s  , stub b ly chin s  , liver spots  , red nose s and the filmmakers new bob bed', -0.038637399673461914), ('of turkey - on - roll s  , stub b ly chin s  , liver spots  , red nose s and the filmmakers new bob bed', -0.05098426342010498), ('turkey - on - roll s  , stub b ly chin s  , liver spots  , red nose s and the filmmakers new bob bed', -0.054452359676361084), ('do draw easy chuckle s but lead nowhere', -0.0583803653717041)]
[('the inspirational screenplay by  m ike rich covers a lot of ground  , perhaps too much  , but ties things together  , neatly  , by the end  .', 0.0023876428604125977), ('the inspirational screenplay by  m ike rich', 0.0023876428604125977), ('the inspirational screenplay', 0.0023876428604125977), ('by  m ike rich', 0.0023876428604125977), (' m ike rich', 0.0023876428604125977)]
[(' ram say  , as in  rat cat cher  , remains a filmmaker with an acid viewpoint and a real gift for teasing chilly poetry out of lives and settings that might otherwise seem  d rab and  s or did  .', 0.00013053417205810547), (' ram say', 0.00013053417205810547), ('as in  rat cat cher', 0.00013053417205810547), ('in  rat cat cher', 0.00013053417205810547), (' rat cat cher', 0.00013053417205810547)]
[('the characters are interesting and often very creative ly constructed from figure to back story  .', 0.0003108978271484375), ('the characters', 0.0003108978271484375), ('are interesting and often very creative ly constructed from figure to back story', 0.0003108978271484375), ('interesting and often very creative ly constructed from figure to back story', 0.0003108978271484375), ('interesting and often very creative', 0.0003108978271484375)]
[('it', -0.3885027766227722), ('ines', -0.3892397880554199), ('a', -0.3894427418708801), ('can', -0.389989972114563), ('labeling', -0.39041340351104736)]
"[("" re ggio  ' s continual visual barrage is absorb ing as well as thought - provoking  ."", 0.0005105733871459961), ('is absorb ing as well as thought - provoking', 0.0005105733871459961), ('absorb ing as well as thought - provoking', 0.0005105733871459961), ('as well as thought - provoking', 0.0005105733871459961), ('as well as', 0.0005105733871459961)]"
[('the', -0.3733476996421814), ('wish', -0.374218225479126), ('less', -0.37442123889923096), ('were', -0.3744262456893921), ('will', -0.3750339150428772)]
[('you will emerge with a clearer view of how the gear s of justice grind on and the death report comes to share air time alongside the farm report  .', 0.003214120864868164), ('will emerge with a clearer view of how the gear s of justice grind on and the death report comes to share air time alongside the farm report', 0.003214120864868164), ('emerge with a clearer view of how the gear s of justice grind on and the death report comes to share air time alongside the farm report', 0.003214120864868164), ('with a clearer view of how the gear s of justice grind on and the death report comes to share air time alongside the farm report', 0.003214120864868164), ('a clearer view of how the gear s of justice grind on and the death report comes to share air time alongside the farm report', 0.003214120864868164)]
"[(""thanks to  hay nes  ' absolute control of the film  ' s mood  , and buoy ed by three terrific performances  , far from heaven actually pulls off this stylist ic jug gling act  ."", 7.867813110351562e-05), (""thanks to  hay nes  ' absolute control of the film  ' s mood  , and buoy ed by three terrific performances "", 7.867813110351562e-05), (""to  hay nes  ' absolute control of the film  ' s mood  , and buoy ed by three terrific performances "", 7.867813110351562e-05), ("" hay nes  ' absolute control of the film  ' s mood  , and buoy ed by three terrific performances "", 7.867813110351562e-05), ("" hay nes  ' absolute control of the film  ' s mood"", 7.867813110351562e-05)]"
[('', -0.4351259469985962), ('focus', -0.43541383743286133), ('film', -0.43564462661743164), ('problem', -0.43602919578552246), ('with', -0.4360364079475403)]
"[(""belongs to  dan iel day - lew is as much as it belongs to  mar tin  s cor s ese  ; it  ' s a memorable performance in a big  , brass y  , disturbing  , unusual and highly successful film  ."", 2.6106834411621094e-05), ('belongs to  dan iel day - lew is as much as it belongs to  mar tin  s cor s ese', 2.6106834411621094e-05), ('to  dan iel day - lew is as much as it belongs to  mar tin  s cor s ese', 2.6106834411621094e-05), ('is as much as it belongs to  mar tin  s cor s ese', 2.6106834411621094e-05), ('as much as it belongs to  mar tin  s cor s ese', 2.6106834411621094e-05)]"
[('involves two mysteries  - - one it gives away and the other featuring such badly drawn characters that its outcome hardly matters  .', -0.04305243492126465), ('involves two mysteries  - - one it gives away and the other featuring such badly drawn characters that its outcome hardly matters ', -0.046043336391448975), ('involves two mysteries  - - one it gives away and the other featuring such badly drawn characters that its outcome hardly matters', -0.04973709583282471), ('two mysteries  - - one it gives away and the other featuring such badly drawn characters that its outcome hardly matters', -0.05487358570098877), ('one it gives away and the other featuring such badly drawn characters that its outcome hardly matters', -0.08590590953826904)]
[('a  tv style murder mystery with a few big screen moments  -LRB- including one that seems to be made for a different film altogether  -RRB-  .', 0.04134070873260498), ('a  tv style murder mystery', 0.04134070873260498), ('a few big screen moments  -LRB- including one that seems to be made for a different film altogether  -RRB-', 0.04134070873260498), ('including one that seems to be made for a different film altogether ', 0.04134070873260498), ('including one that seems to be made for a different film altogether', 0.04134070873260498)]
[('a by - the - number s patient / do ctor  pic that covers all the usual ground', 0.02449333667755127), ('a by - the - number s patient / do ctor  pic', 0.004262387752532959), ('by - the - number s patient / do ctor', -0.01676332950592041), ('that covers all the usual ground', -0.06281596422195435), ('covers all the usual ground', -0.08185839653015137)]
"[(""it  ' s a stunning lyrical work of considerable force and truth  ."", 0.0003834962844848633), ("" ' s a stunning lyrical work of considerable force and truth"", 0.0003834962844848633), ('s a stunning lyrical work of considerable force and truth', 0.0003834962844848633), ('a stunning lyrical work of considerable force and truth', 0.0003834962844848633), ('a stunning lyrical work', 0.0003834962844848633)]"
"[(""while undisputed is  n ' t exactly a high  , it is a gripping  , tidy little movie that takes  m r . hill higher than he  ' s been in a while  ."", 0.006635308265686035), (""is a gripping  , tidy little movie that takes  m r . hill higher than he  ' s been in a while"", 0.006635308265686035), (""a gripping  , tidy little movie that takes  m r . hill higher than he  ' s been in a while"", 0.006635308265686035), ('a gripping  , tidy little movie', 0.006635308265686035), (""that takes  m r . hill higher than he  ' s been in a while"", 0.006635308265686035)]"
[('funny but perilous ly slight  .', 0.011379420757293701), ('funny but perilous', 0.011379420757293701), ('but', 0.011274158954620361), ('', 0.011274158954620361), ('ly', 0.01127392053604126)]
"[(""c q  ' s reflection of artists and the love of cinema - and - self suggests nothing less than a new voice that deserves to be considered as a possible successor to the best  european directors  ."", 0.0005789995193481445), ("" ' s reflection of artists and the love of cinema - and - self"", 0.0005789995193481445), ('reflection of artists and the love of cinema - and - self', 0.0005789995193481445), ('the love of cinema - and - self', 0.0005789995193481445), ('of cinema - and - self', 0.0005789995193481445)]"
"[(""even if you do  n ' t think  -LRB- kissing er  ' s  -RRB- any more guilty of criminal activity than most contemporary states men  , he  ' d sure make a courtroom trial great fun to watch  ."", 0.014260351657867432), (""even if you do  n ' t think  -LRB- kissing er  ' s  -RRB- any more guilty of criminal activity than most contemporary states men"", 0.014260351657867432), (""you do  n ' t think  -LRB- kissing er  ' s  -RRB- any more guilty of criminal activity than most contemporary states men"", 0.014260351657867432), (""do  n ' t think  -LRB- kissing er  ' s  -RRB- any more guilty of criminal activity than most contemporary states men"", 0.014260351657867432), ("" n ' t think  -LRB- kissing er  ' s  -RRB- any more guilty of criminal activity than most contemporary states men"", 0.014260351657867432)]"
[('dazzling in its complexity  , disturbing for its extraordinary themes  , the piano teacher is a film that def ies categori s ation  .', 0.00046455860137939453), ('dazzling in its complexity  , disturbing for its extraordinary themes ', 0.00046455860137939453), ('dazzling in its complexity', 0.00046455860137939453), ('in its complexity', 0.00046455860137939453), ('its complexity', 0.00046455860137939453)]
[('a  literate presentation that wonderful ly weave s a murderous event in 1873 with murderous rage in 2002  .', 0.00039321184158325195), ('a  literate presentation', 0.00039321184158325195), (' literate', 0.00039321184158325195), ('that wonderful ly weave s a murderous event in 1873 with murderous rage in 2002', 0.00039321184158325195), ('wonderful ly weave s a murderous event in 1873 with murderous rage in 2002', 0.00039321184158325195)]
[('hoff', -0.3804064989089966), ('as', -0.38055211305618286), ('man', -0.3811243772506714), ('gifted', -0.38177669048309326), ('-LRB-', -0.38359230756759644)]
[(' -LRB-  e  -RRB- vent ual ly  , every idea in this film is flushed down the  lat rine of hero ism  .', 0.04074817895889282), ('is flushed down the  lat rine of hero ism', 0.025150775909423828), ('flushed down the  lat rine of hero ism', 0.020058155059814453), ('down the  lat rine of hero ism', 0.013002991676330566), ('the  lat rine of hero ism', 0.003459632396697998)]
"[(""a cartoon that  ' s truly cinematic in scope  , and a story that  ' s compelling and heartfelt  - - even if the heart belongs to a big  , four - legged herb ivo re  ."", 5.7578086853027344e-05), (""a cartoon that  ' s truly cinematic in scope"", 5.7578086853027344e-05), ('a cartoon', 5.7578086853027344e-05), (""that  ' s truly cinematic in scope"", 5.7578086853027344e-05), ("" ' s truly cinematic in scope"", 5.7578086853027344e-05)]"
[('but', -0.36803025007247925), ('', -0.3682084083557129), (',', -0.3683079481124878), ('more', -0.36850398778915405), ('it', -0.36954396963119507)]
[('detox', -0.38379889726638794), ('', -0.38444119691848755), ('endeavor', -0.3851909041404724), ('is', -0.38522225618362427), ('ultimately', -0.3852679133415222)]
[('angels', -0.3397015333175659), ('noble', -0.3478316068649292), ('rumor', -0.34803807735443115), ('red', -0.3483400344848633), ('grave', -0.34921228885650635)]
[('an exquisite ly crafted and acted tale  .', 0.00045222043991088867), ('exquisite ly crafted and acted', 0.00045222043991088867), ('ly crafted and acted', 0.00045222043991088867), ('ly crafted', 0.00045222043991088867), ('crafted', 0.0003928542137145996)]
[('so', -0.43118423223495483), ('bad', -0.4312158226966858), ('', -0.43129342794418335), ('this', -0.4315934181213379), ('is', -0.43163609504699707)]
[('.', -0.06666186451911926), ('patience', -0.07511192560195923), ('get', -0.08051234483718872), ('s', -0.08645358681678772), ('to', -0.10949555039405823)]
[('light years  / several war p speeds  / levels and levels of di lith ium crystal s', 0.4404502511024475), ('light years  / several war p speeds  / levels and levels of di lith ium crystal s better than the pit i ful insurrection  .', 0.43062299489974976), ('levels and levels of di lith ium crystal s', 0.42805320024490356), ('levels and levels of di lith ium crystal', 0.41926801204681396), ('of di lith ium crystal', 0.36413395404815674)]
"[(""it  ' s about following your dreams  , no matter what your parents think  ."", 0.01999223232269287), ("" ' s about following your dreams  , no matter what your parents think"", 0.01999223232269287), (""' s about following your dreams  , no matter what your parents think"", 0.01999223232269287), ('s about following your dreams  , no matter what your parents think', 0.01999223232269287), ('following your dreams  , no matter what your parents think', 0.01999223232269287)]"
"[(""'"", -0.27857035398483276), ('children', -0.278703510761261), ('s', -0.28076595067977905), ('recruitment', -0.2811430096626282), ('', -0.28128063678741455)]"
"[(""anchored by  fri el and  william s  ' s exceptional performances  , the film  ' s power lies in its complexity  ."", 0.00013875961303710938), (""anchored by  fri el and  william s  ' s exceptional performances"", 0.00013875961303710938), (""by  fri el and  william s  ' s exceptional performances"", 0.00013875961303710938), ("" fri el and  william s  ' s exceptional performances"", 0.00013875961303710938), ("" fri el and  william s  ' s"", 0.00013875961303710938)]"
[('unlike the speedy  w ham - ba m effect of most  hollywood offerings  , character development  - - and more importantly  , character empathy  - - is at the heart of it al ian for beginner s  .', 0.010727286338806152), ('unlike the speedy  w ham - ba m effect of most  hollywood offerings', 0.010727286338806152), ('the speedy  w ham - ba m effect of most  hollywood offerings', 0.010727286338806152), ('the speedy  w ham - ba m effect', 0.010727286338806152), (' w ham - ba m', 0.010727286338806152)]
[('bri', -0.2719483971595764), ('t', -0.273304283618927), ('ches', -0.27414727210998535), ('its', -0.27434802055358887), ('for', -0.27773141860961914)]
"[(""harr ison  ' s flowers puts its heart in the right place  , but its brains are in no particular place at all  ."", 0.03881371021270752), (""harr ison  ' s flowers puts its heart in the right place"", 0.03722184896469116), (""harr ison  ' s flowers"", 0.02069610357284546), (""harr ison  ' s"", 0.0118522047996521), ('puts its heart in the right place', 0.0042182207107543945)]"
[('non', -0.4259290099143982), ('uted', -0.42609572410583496), ('up', -0.4260995388031006), ('con', -0.42616379261016846), ('vol', -0.4261997938156128)]
[('cost', -0.37001293897628784), ('ner', -0.37023431062698364), ('', -0.37025368213653564), ('-', -0.37117284536361694), ('away', -0.3712289333343506)]
[('the film is powerful  , accessible and funny  .', 0.0004590749740600586), ('the film', 0.0004590749740600586), ('is powerful  , accessible and funny', 0.0004590749740600586), ('powerful  , accessible and funny', 0.0004590749740600586), ('film', 0.00040400028228759766)]
"[(""and that  ' s a big part of why we go to the movies  ."", 0.006311357021331787), ('s a big part of why we go to the movies', 0.006311357021331787), ('a big part of why we go to the movies', 0.006311357021331787), ('a big part', 0.006311357021331787), ('of why we go to the movies', 0.006311357021331787)]"
[(' cracker jack entertainment  - - nonstop romance  , music  , suspense and action  .', 0.005502283573150635), (' cracker jack entertainment', 0.005502283573150635), (' cracker jack', 0.005502283573150635), ('nonstop romance  , music  , suspense and action', 0.005502283573150635), ('and', 0.005430877208709717)]
[('the minor figures surrounding  -LRB- bob by  -RRB-  . . . form a gritty urban mosaic  .', 0.02278798818588257), ('the minor figures surrounding  -LRB- bob by  -RRB-', 0.02278798818588257), ('surrounding  -LRB- bob by  -RRB-', 0.02278798818588257), ('form a gritty urban mosaic', 0.02278798818588257), ('a gritty urban mosaic', 0.02278798818588257)]
[('a poignant and compelling story about relationships  , food of love takes us on a bum py but satisfying journey of the heart  .', 0.00014829635620117188), ('a poignant and compelling story about relationships', 0.00014829635620117188), ('a poignant and compelling story', 0.00014829635620117188), ('poignant and compelling', 0.00014829635620117188), ('about relationships', 0.00014829635620117188)]
[('a movie that successfully crush es a best selling novel into a time frame that mandate s that you avoid the god z illa  sized soda  .', 0.012365639209747314), ('that successfully crush es a best selling novel into a time frame that mandate s that you avoid the god z illa  sized soda', 0.012365639209747314), ('successfully crush es a best selling novel into a time frame that mandate s that you avoid the god z illa  sized soda', 0.012365639209747314), ('crush es a best selling novel into a time frame that mandate s that you avoid the god z illa  sized soda', 0.012365639209747314), ('es a best selling novel into a time frame that mandate s that you avoid the god z illa  sized soda', 0.012365639209747314)]
[('the vivid lead performances sustain interest and empathy  , but the journey is far more interesting than the final destination  .', 0.0006380677223205566), ('the vivid lead performances sustain interest and empathy', 0.0006380677223205566), ('the vivid lead performances', 0.0006380677223205566), ('sustain interest and empathy', 0.0006380677223205566), ('interest and empathy', 0.0006380677223205566)]
"[(""lap aglia  ' s ability to convey grief and hope works with  weaver  ' s sensitive reactions to make this a two - actor master class  ."", 0.00017446279525756836), (""lap aglia  ' s ability to convey grief and hope"", 0.00017446279525756836), (""lap aglia  ' s"", 0.00017446279525756836), ('to convey grief and hope', 0.00017446279525756836), ('convey grief and hope', 0.00017446279525756836)]"
"[("" ville ne u ve spends too much time wall ow ing in bi bi  ' s generic  ang st  -LRB- there are a lot of shots of her gazing out windows  -RRB-  ."", -0.02804553508758545), (""spends too much time wall ow ing in bi bi  ' s generic  ang st  -LRB- there are a lot of shots of her gazing out windows  -RRB-"", -0.04651153087615967), (""spends too much time wall ow ing in bi bi  ' s generic  ang st"", -0.11533933877944946), (' -LRB- there are a lot of shots of her gazing out windows  -RRB-', -0.11753755807876587), (""wall ow ing in bi bi  ' s generic  ang st"", -0.12612569332122803)]"
"[(""care def t ly capture s the wonder and menace of growing up  , but he never really embrace s the joy of  fu hr man  ' s destructive  es cap ism or the grace - in - re bell ion found by his characters  ."", 0.03873485326766968), ('care def t ly capture s the wonder and menace of growing up', 0.03873485326766968), ('capture s the wonder and menace of growing up', 0.03873485326766968), ('s the wonder and menace of growing up', 0.03873485326766968), (""he never really embrace s the joy of  fu hr man  ' s destructive  es cap ism or the grace - in - re bell ion found by his characters"", 0.03873485326766968)]"
[('this is an ego tis tical endeavor from the daughter of horror director  d ario  ar gen to  -LRB- a producer here  -RRB-  , but her raw performance and  utter fear lessness make it strangely magnetic  .', 0.0040860772132873535), ('this is an ego tis tical endeavor from the daughter of horror director  d ario  ar gen to  -LRB- a producer here  -RRB-', 0.0040860772132873535), ('is an ego tis tical endeavor from the daughter of horror director  d ario  ar gen to  -LRB- a producer here  -RRB-', 0.0040860772132873535), ('an ego tis tical endeavor from the daughter of horror director  d ario  ar gen to  -LRB- a producer here  -RRB-', 0.0040860772132873535), ('from the daughter of horror director  d ario  ar gen to  -LRB- a producer here  -RRB-', 0.0040860772132873535)]
"[(""if looking for a thrilling sci - fi cinematic ride  , do  n ' t settle for this imp o ster  ."", 0.07198899984359741), ('if looking for a thrilling sci - fi cinematic ride', 0.07198899984359741), ('looking for a thrilling sci - fi cinematic ride', 0.07198899984359741), ('for a thrilling sci - fi cinematic ride', 0.07198899984359741), ('a thrilling sci - fi cinematic ride', 0.07198888063430786)]"
[('w', -0.3658740520477295), ('magazine', -0.3672834038734436), ('volatile', -0.367575466632843), ('fashion', -0.3682095408439636), ('', -0.36825746297836304)]
[('not far beneath the surface  , this recon figur ed tale asks disturbing questions about those things we expect from military epic s  .', 0.07989954948425293), ('asks disturbing questions about those things we expect from military epic s', 0.07989954948425293), ('disturbing questions about those things we expect from military epic s', 0.07989954948425293), ('about those things we expect from military epic s', 0.07989954948425293), ('those things we expect from military epic s', 0.07989954948425293)]
"[(""mi cha el  ger bo si  ' s script is economically packed with telling scenes  ."", 0.001067817211151123), (""mi cha el  ger bo si  ' s script"", 0.001067817211151123), ('is economically packed with telling scenes', 0.001067817211151123), ('economically packed with telling scenes', 0.001067817211151123), ('with telling scenes', 0.001067817211151123)]"
"[(""more tti  ' s compelling anatomy of grief and the difficult process of adapt ing to loss  ."", 0.0008133053779602051), (""more tti  ' s compelling anatomy of grief"", 0.0008133053779602051), (""more tti  ' s compelling anatomy"", 0.0008133053779602051), ('compelling anatomy', 0.0008133053779602051), ('of grief', 0.0008133053779602051)]"
"[(""so refreshing ly in ci sive is grant that for the first time he  ' ll probably appeal more to guys than to their girlfriend s who drag them to this movie for the hug h factor  ."", 0.017460346221923828), ('so refreshing ly in ci sive', 0.017460346221923828), (""grant that for the first time he  ' ll probably appeal more to guys than to their girlfriend s who drag them to this movie for the hug h factor"", 0.017460346221923828), (""that for the first time he  ' ll probably appeal more to guys than to their girlfriend s who drag them to this movie for the hug h factor"", 0.017460346221923828), (""for the first time he  ' ll probably appeal more to guys than to their girlfriend s who drag them to this movie for the hug h factor"", 0.017460346221923828)]"
[('101', -0.26328980922698975), ('writing', -0.26342451572418213), ('screen', -0.2638669013977051), ('class', -0.2658025622367859), ('a', -0.266823410987854)]
[('has its moments of  s wa gger ing ca mara der ie', -0.06260812282562256), ('its moments of  s wa gger ing ca mara der ie', -0.06331199407577515), ('of  s wa gger ing ca mara der ie', -0.06747859716415405), (' s wa gger ing ca mara der ie', -0.0736006498336792), ('has its moments of  s wa gger ing ca mara der ie  , but more often just feels generic  , derivative and done to death', -0.12096774578094482)]
[('a romantic comedy enrich ed by a sharp eye for manner s and more s  .', 0.00032770633697509766), ('a romantic comedy', 0.00032770633697509766), ('enrich ed by a sharp eye for manner s and more s', 0.00032770633697509766), ('ed by a sharp eye for manner s and more s', 0.00032770633697509766), ('by a sharp eye for manner s and more s', 0.00032770633697509766)]
[('the fly - on - the - wall method used to document rural french school life is a refreshing departure from the now more prevalent technique of the do cu - makers being a visible part of their work  .', 0.002090275287628174), ('the fly - on - the - wall method used to document rural french school life', 0.002090275287628174), ('the fly - on - the - wall method', 0.002090275287628174), ('fly - on - the - wall', 0.002090275287628174), ('on - the - wall', 0.002090275287628174)]
[('rare birds has more than enough charm to make it memorable  .', 0.0005597472190856934), ('rare birds', 0.0005597472190856934), ('has more than enough charm to make it memorable', 0.0005597472190856934), ('more than enough charm to make it memorable', 0.0005597472190856934), ('more than enough', 0.0005597472190856934)]
[('brilliant', -0.282103955745697), ('dead', -0.287661612033844), ('of', -0.2909286618232727), ('decent', -0.29243284463882446), ('.', -0.29258131980895996)]
[('it has all the excitement of eating  o at me al  .', 0.052531540393829346), ('has all the excitement of eating  o at me al', 0.052531540393829346), ('all the excitement of eating  o at me al', 0.052531540393829346), ('of eating  o at me al', 0.052531540393829346), ('eating  o at me al', 0.052531540393829346)]
[('it haunt s  ,  hor r ifies  , start les and  fasci nate s  ; it is impossible to look away  .', 0.0014889836311340332), ('it haunt s  ,  hor r ifies  , start les and  fasci nate s', 0.0014889836311340332), ('haunt s  ,  hor r ifies  , start les and  fasci nate s', 0.0014889836311340332), ('haunt s', 0.0014889836311340332), ('start les', 0.0014889836311340332)]
[('for', -0.3335166573524475), ('forced', -0.3343433141708374), ('to', -0.3352851867675781), ('the', -0.3353104591369629), ('endure', -0.3358343243598938)]
[('a superb ly acted and funny / gri tty fable of the human izing of one woman at the hands of the unseen forces of fate  .', 0.0002512335777282715), ('a superb ly acted and funny / gri tty fable', 0.0002512335777282715), ('superb ly acted and funny / gri tty', 0.0002512335777282715), ('superb ly acted', 0.0002512335777282715), ('funny / gri tty', 0.0002512335777282715)]
"[('n', -0.3402685523033142), ('anne', -0.3406476378440857), ('rice', -0.3409256339073181), (""'"", -0.34101545810699463), ('rock', -0.341654896736145)]"
"[(""for anyone unfamiliar with penta cost al practices in general and theatrical phenomenon of hell houses in particular  , it  ' s an eye - open er  ."", 0.0076790452003479), ('for anyone unfamiliar with penta cost al practices in general and theatrical phenomenon of hell houses in particular', 0.0076790452003479), ('anyone unfamiliar with penta cost al practices in general and theatrical phenomenon of hell houses in particular', 0.0076790452003479), ('unfamiliar with penta cost al practices in general and theatrical phenomenon of hell houses in particular', 0.0076790452003479), ('with penta cost al practices in general and theatrical phenomenon of hell houses in particular', 0.0076790452003479)]"
